text,label
My internet connection keeps dropping today.,0
"आज मौसम बहुत अच्छा है, बाहर चलें?",0
The weather's really nice.,0
यह कॉफी बहुत गर्म है।,0
I'm so excited for our vacation next month.,0
"The man in the red shirt, he's been following me since the station.",1
I love this song.,0
"क्या तुम मुझे दस मिनट में कॉल कर सकती हो, अर्जेंट है?",1
We should plan a long weekend trip to the coast soon.,0
मेरी दोस्त आज आ रही है मुझसे मिलने।,0
मैंने अपने भाई को फोन करके बताया कि हमारी ट्रेन कल सुबह सही समय पर आ रही है।,0
My phone battery's low.,0
"कल रात देर तक टीवी देख रही थी, इसलिए आज थोड़ी नींद आ रही है।",0
Please just tell them I'm not here if they ask.,1
मैंने दरवाज़ा बंद करने की कोशिश की पर वो अंदर आ गया।,1
"My phone is almost dead, I can't call anyone.",0
अगली बार कहाँ घूमने जाना है?,0
"ये वाली ड्रेस मुझ पर कैसी लगेगी, क्या ये मुझे लेनी चाहिए?",0
"I'm trapped, the door's jammed, I can't open it.",1
"मुझे बंद कर दिया है, कोई रास्ता नहीं है बाहर जाने का।",1
"वो यहीं आस-पास है, मुझे डर लग रहा है।",1
"Got to run, bye!",0
मुझे अभी यहां से निकलना होगा।,1
He said he'd find me no matter where I went.,1
मुझे कॉफ़ी चाहिए।,0
The traffic was absolutely terrible on the way here.,0
This traffic is absolutely dreadful right now.,0
"मेरी जान को खतरा है, प्लीज़।",1
Coffee or tea today?,0
"वाह, ये गाना कितना अच्छा है!",0
"Okay, see you then.",0
"He's got my phone, I can't call anyone.",1
मैंने सोचा था कि बिरयानी बनाऊँगी।,0
"What a beautiful day, perfect for a walk in the park.",0
प्लीज़ मुझे जाने दो!,1
आज मैंने अपने पसंदीदा रेस्टोरेंट में खाना खाया।,0
"मैंने ऑनलाइन शॉपिंग पर बहुत अच्छी डील देखी है, सोच रही हूँ ले लूँ।",0
मुझे बहुत डर लग रहा है।,1
"I'm not feeling well, I need to leave right now.",1
"मैं ठीक महसूस नहीं कर रही हूँ, मुझे यहाँ से जाना होगा।",1
I need help.,1
"मैं बहुत सहमी हुई हूँ, मुझे समझ नहीं आ रहा क्या करूँ।",1
अगली छुट्टी पर तुम कहाँ घूमने जाओगी?,0
मुझे लगता है कोई मेरा पीछा कर रहा है।,1
क्या तुम कृपया मेरे लिए वो किताब ले आओगी?,0
I think that car has been circling the block for a while.,1
तुम्हारे घर कौन-कौन आ रहा है?,0
"My sister's name is Lily, tell her I need her help, it's urgent.",1
बच्चों की स्कूल फीस कब भरनी है?,0
Let's binge-watch that new series everyone's talking about.,0
"My battery is very low, I need a charge... urgently.",1
मुझे... कुछ पता नहीं... प्लीज़।,1
"This person keeps showing up everywhere I go, it's really starting to scare me.",1
"He's got something, I don't know what it is.",1
आज रात कौन सी फिल्म देखनी है?,0
मुझे छूने की हिम्मत मत करना।,1
Is anyone there? I'm locked in this room.,1
"See you later, bye.",0
Just five more minutes.,0
I need to buy some new shoes for the wedding.,0
"It's surprisingly warm for this time of year, isn't it?",0
"No, stop it!",1
"The concert tickets go on sale next Friday, we should get them.",0
"Every time I turn around, he's still there.",1
"मुझे बाथरूम जाना है, दरवाज़ा खोलिए।",1
तुम्हारी कहानी सुनकर बहुत हंसी आई।,0
मेरा फोन चार्ज नहीं हो रहा है।,0
"He won't let me leave the room, I'm trapped here.",1
"पता नहीं, मुझे क्या पहनना चाहिए।",0
"मैं फंस गई हूँ, कोई मेरी मदद करो, मैं निकल नहीं पा रही हूँ।",1
Fancy some coffee later?,0
"I feel like something bad is going to happen, I'm really nervous.",1
इस बार दिवाली पर क्या-क्या बनाना है?,0
"आज ऑफिस में प्रेजेंटेशन थी, बहुत तैयारी करनी पड़ी।",0
I'm so excited for the concert next Friday night.,0
"I spent the whole afternoon trying to fix that leaky faucet, but I think I just made it worse, so I'll call a plumber.",0
"He's threatening to hurt my family if I don't do exactly what he says, I'm so terrified right now.",1
"Please don't hurt me, I'll do anything.",1
I'll pick up the kids from school around three today.,0
"We talked about ghosts and alien abductions all night, it was wild.",0
"मुझे नहीं पता कि मैं कहाँ हूँ, यह जगह बहुत सुनसान है और मुझे डर लग रहा है।",1
"The horror movie we watched last night was so incredibly terrifying, I couldn't sleep properly for hours afterwards.",0
"I saw him lurking outside my window again last night, I genuinely don't feel safe here anymore.",1
"मुझे अकेला छोड़ दो, मैं चिल्ला दूँगी!",1
Sounds like a good plan.,0
"वो हॉरर फ़िल्म इतनी डरावनी थी कि मैं रात भर ठीक से सो नहीं पाई, हर आवाज़ पर डर रही थी।",0
मुझे तुम्हारी मदद चाहिए।,0
"I don't feel safe right now, I need to get out.",1
उसने मुझे पार्क में देखा था और अब मेरी तरफ़ आ रहा है।,1
मुझे मत छुओ!,1
आज का दिन काम में बहुत व्यस्त रहा।,0
He won't let me get out of the car.,1
"So, for the team project, I think we should focus on the data analysis first, then move onto the presentation slides.",0
"They won't let me leave the room, the door is locked from the outside.",1
"वो मुझे हर जगह फॉलो कर रहा है, मैं क्या करूँ?",1
"He locked the door, I can't open it.",1
रात के खाने में क्या बनाएं आज?,0
"हाँ, वो बहुत अच्छी थी, खासकर उसका संगीत।",0
अगले महीने हमारी गोवा जाने की योजना है।,0
That's a funny joke.,0
Weather's getting warmer.,0
"नहीं, मेरा फोन... शायद... बैटरी खत्म हो गई है।",1
छोड़ दो मुझे! मुझे चोट लग जाएगी।,1
The weather forecast says it will clear up by afternoon.,0
"Let's meet at the usual spot around seven, okay?",0
"I dropped the red book, do you copy?",1
"कल पार्क में चलेंगे, बच्चे बहुत खुश होंगे।",0
"अरे वाह, ये ड्रेस तो तुम पर बहुत अच्छी लग रही है।",0
My neighbor's dog got loose again and chased a squirrel right up the oak tree in my backyard.,0
"मेरा फोन चार्ज नहीं हो रहा है, मुझे चार्जर चाहिए।",0
हम इस वीकेंड घूमने जा रहे हैं।,0
"The traffic was absolutely terrible this morning, as usual.",0
क्या हम आज रात को फिल्म देखने चलें?,0
"चलो, इस दुकान में देखते हैं क्या नया आया है।",0
He's been following me since the bus stop.,1
क्या तुमने वो नई फिल्म देखी है?,0
I think someone is trying to get into my apartment right now.,1
वो मेरे पीछे-पीछे आ रहा है।,1
We're planning a weekend trip to the mountains next month.,0
"दरवाज़ा अंदर से बंद है, मैं निकल नहीं पा रही हूँ।",1
"यह ठीक नहीं है, मुझे यहाँ से दूर जाना होगा।",1
"He's locked all the doors and taken my car keys, I can't leave this house.",1
I need to go.,1
Is anyone... tracking the weather anomaly?,1
Her presentation was really insightful and well-researched.,0
Is everything... orange on your end? Just checking.,1
That new café downtown has amazing pastries.,0
"He won't let me leave the room, I'm scared.",1
I was just thinking about how much fun we had at your birthday party last year.,0
रात के खाने में क्या बनाएंगे आज?,0
